Order_id,Payment_sequential,Payment_type,Payment_installments,Payment_value
ORDER_51232,1,credit_card,6,63.11
ORDER_20505,1,boleto,1,35.78
ORDER_64528,1,credit_card,1,41.71
ORDER_47690,1,credit_card,6,164.89
ORDER_71384,1,credit_card,1,40.1
ORDER_64307,1,credit_card,2,55.09
ORDER_34183,1,credit_card,3,39.2
ORDER_83074,1,credit_card,5,115.46
ORDER_67887,1,voucher,1,189.88
ORDER_30690,1,credit_card,3,104.79
ORDER_76631,1,credit_card,6,65.54
ORDER_31816,1,credit_card,4,262.25
ORDER_63775,1,boleto,1,339.71
ORDER_24949,1,credit_card,3,76.38
ORDER_40640,1,credit_card,5,294.58
ORDER_80104,1,credit_card,3,50.1
ORDER_23328,1,credit_card,7,140.0
ORDER_15862,1,credit_card,8,188.89
ORDER_76732,1,credit_card,10,236.54
ORDER_58480,1,credit_card,2,213.03
ORDER_01261,1,credit_card,3,171.3
ORDER_84631,1,boleto,1,45.95
ORDER_59815,1,credit_card,1,96.34
ORDER_33739,1,credit_card,8,133.87
ORDER_45362,1,credit_card,3,169.56
ORDER_12040,1,boleto,1,65.88
ORDER_62621,1,credit_card,4,75.07
ORDER_19302,1,credit_card,1,37.77
ORDER_00144,1,credit_card,8,145.5
ORDER_41194,1,credit_card,1,118.95
ORDER_59618,1,credit_card,10,258.23
ORDER_05409,1,credit_card,3,99.9
ORDER_63382,1,credit_card,2,139.11
ORDER_54449,1,credit_card,10,316.34
ORDER_74738,1,credit_card,3,186.54
ORDER_36260,1,credit_card,1,47.13
ORDER_76147,1,boleto,1,138.71
ORDER_26277,1,credit_card,1,112.99
ORDER_46863,1,credit_card,6,385.37
ORDER_28287,1,credit_card,8,207.65
ORDER_26740,1,credit_card,2,110.0
ORDER_34919,1,boleto,1,206.68
ORDER_10990,1,credit_card,2,324.64
ORDER_35481,1,credit_card,5,58.09
ORDER_61783,1,credit_card,1,105.01
ORDER_06545,1,credit_card,4,221.79
ORDER_87043,1,boleto,1,40.0
ORDER_51465,2,voucher,1,21.09
ORDER_74592,1,credit_card,1,62.94
ORDER_48328,1,credit_card,4,99.9
ORDER_02524,7,voucher,1,8.79
ORDER_23966,1,credit_card,7,77.64
ORDER_34162,1,credit_card,10,273.22
ORDER_83880,1,credit_card,4,111.27
ORDER_36949,1,credit_card,4,74.16
ORDER_50053,1,credit_card,8,106.72
ORDER_45885,1,credit_card,6,442.36
ORDER_13337,1,credit_card,3,65.5
ORDER_21813,1,credit_card,2,27.7
ORDER_78329,1,credit_card,1,620.15
ORDER_20020,1,credit_card,3,165.46
ORDER_60198,1,credit_card,1,2.87
ORDER_33663,1,credit_card,6,549.68
ORDER_34320,1,credit_card,3,154.94
ORDER_10625,1,credit_card,5,51.09
ORDER_54131,1,credit_card,7,120.09
ORDER_14525,1,credit_card,2,203.09
ORDER_11148,1,boleto,1,38.28
ORDER_55802,1,credit_card,8,135.49
ORDER_26664,1,credit_card,2,69.64
ORDER_84108,1,credit_card,8,244.67
ORDER_44309,1,credit_card,6,181.95
ORDER_53656,1,credit_card,4,143.27
ORDER_53443,1,credit_card,2,87.7
ORDER_04214,1,credit_card,10,484.68
ORDER_17940,1,credit_card,1,158.55
ORDER_29342,1,credit_card,1,115.65
ORDER_83376,1,credit_card,1,128.93
ORDER_38664,1,credit_card,2,158.8
ORDER_01385,1,boleto,1,151.12
ORDER_61606,1,credit_card,5,125.33
ORDER_28392,1,credit_card,4,978.97
ORDER_18394,1,credit_card,3,34.97
ORDER_57300,3,voucher,1,10.42
ORDER_11844,1,credit_card,1,100.91
ORDER_07557,1,credit_card,7,667.99
ORDER_36904,1,credit_card,3,135.48
ORDER_12941,1,credit_card,1,29.4
ORDER_38936,1,credit_card,2,91.84
ORDER_87622,1,credit_card,6,767.84
ORDER_65902,1,credit_card,1,186.04
ORDER_87088,5,voucher,1,3.25
ORDER_78567,1,credit_card,3,117.96
ORDER_50181,1,boleto,1,34.63
ORDER_20015,1,credit_card,3,182.56
ORDER_37815,1,boleto,1,147.16
ORDER_65386,1,boleto,1,111.08
ORDER_08004,1,boleto,1,51.79
ORDER_35732,1,credit_card,2,131.37
ORDER_31173,1,credit_card,3,221.89
ORDER_10729,1,credit_card,10,164.58
ORDER_47161,1,credit_card,10,229.74
ORDER_78105,1,credit_card,5,803.68
ORDER_18546,1,credit_card,3,168.67
ORDER_66239,1,voucher,1,25.0
ORDER_50272,1,credit_card,1,74.25
ORDER_39295,1,boleto,1,258.69
ORDER_57444,1,credit_card,3,74.51
ORDER_69205,1,credit_card,8,162.55
ORDER_79349,1,credit_card,3,186.23
ORDER_41500,1,credit_card,3,37.37
ORDER_23521,1,credit_card,2,32.61
ORDER_08066,1,boleto,1,71.63
ORDER_79955,1,credit_card,6,310.65
ORDER_79207,1,credit_card,3,970.73
ORDER_70831,1,credit_card,1,77.16
ORDER_46315,1,boleto,1,135.08
ORDER_73591,1,boleto,1,192.66
ORDER_47342,1,boleto,1,83.56
ORDER_62687,1,credit_card,2,64.93
ORDER_61959,1,credit_card,2,100.24
ORDER_62480,10,voucher,1,13.79
ORDER_63260,1,credit_card,6,128.83
ORDER_31032,2,voucher,1,8.32
ORDER_49575,1,boleto,1,2269.98
ORDER_58082,1,credit_card,2,142.57
ORDER_15955,1,credit_card,1,5.02
ORDER_17907,1,boleto,1,88.72
ORDER_52026,1,credit_card,6,861.76
ORDER_57647,1,credit_card,2,26.29
ORDER_01448,1,credit_card,10,412.16
ORDER_18755,1,credit_card,2,29.6
ORDER_62978,1,credit_card,2,123.37
ORDER_14916,1,credit_card,1,29.88
ORDER_08577,1,credit_card,1,35.0
ORDER_30193,1,credit_card,1,83.24
ORDER_18166,4,voucher,1,17.2
ORDER_77043,1,credit_card,4,99.9
ORDER_17274,1,boleto,1,163.89
ORDER_39603,1,credit_card,1,76.87
ORDER_67518,1,credit_card,4,45.22
ORDER_31349,2,voucher,1,68.99
ORDER_73510,1,credit_card,3,39.09
ORDER_44571,1,credit_card,5,254.82
ORDER_09497,1,credit_card,4,168.2
ORDER_71208,1,voucher,1,89.07
ORDER_66002,1,credit_card,3,78.41
ORDER_71517,1,boleto,1,112.08
ORDER_54624,1,credit_card,10,827.0
ORDER_38481,1,boleto,1,85.5
ORDER_22850,1,credit_card,5,116.45
ORDER_49121,1,credit_card,3,34.51
ORDER_53013,1,boleto,1,45.09
ORDER_76064,1,credit_card,5,264.45
ORDER_50771,1,credit_card,1,73.89
ORDER_81245,1,credit_card,3,381.88
ORDER_75450,1,boleto,1,58.3
ORDER_17970,1,credit_card,2,277.12
ORDER_54228,1,credit_card,1,64.0
ORDER_09257,1,boleto,1,76.02
ORDER_04240,1,credit_card,2,103.52
ORDER_30055,1,boleto,1,255.08
ORDER_29892,2,voucher,1,80.58
ORDER_32693,1,credit_card,1,157.21
ORDER_30849,1,credit_card,2,47.42
ORDER_43572,1,credit_card,3,51.66
ORDER_47197,1,credit_card,5,139.5
ORDER_72877,1,boleto,1,100.36
ORDER_44261,1,boleto,1,270.55
ORDER_02145,1,credit_card,1,196.37
ORDER_55407,1,credit_card,2,93.43
ORDER_15555,1,credit_card,1,54.1
ORDER_83591,1,credit_card,7,80.2
ORDER_60303,1,credit_card,8,594.79
ORDER_40182,1,credit_card,1,109.02
ORDER_00927,1,credit_card,9,444.54
ORDER_57018,1,credit_card,3,278.56
ORDER_86581,1,credit_card,8,1391.13
ORDER_30747,1,credit_card,9,188.5
ORDER_51762,1,credit_card,1,168.92
ORDER_12239,1,credit_card,3,92.29
ORDER_15946,1,credit_card,1,189.32
ORDER_50565,1,credit_card,10,148.06
ORDER_81497,1,credit_card,3,264.49
ORDER_29424,1,credit_card,1,26.38
ORDER_66880,1,credit_card,3,315.75
ORDER_39144,1,credit_card,1,47.53
ORDER_08989,1,credit_card,4,126.88
ORDER_76825,1,boleto,1,84.06
ORDER_83915,1,boleto,1,142.54
ORDER_02161,1,credit_card,2,195.13
ORDER_17308,1,credit_card,2,137.93
ORDER_06844,1,credit_card,5,97.92
ORDER_74832,1,credit_card,6,139.15
ORDER_40546,1,boleto,1,66.82
ORDER_21246,1,credit_card,3,546.03
ORDER_47475,1,boleto,1,52.27
ORDER_57049,1,credit_card,3,405.47
ORDER_00239,1,credit_card,1,69.73
ORDER_82284,1,credit_card,5,142.61
ORDER_01972,1,credit_card,1,69.97
ORDER_05228,1,credit_card,4,203.75
ORDER_78777,1,boleto,1,76.08
ORDER_62055,1,boleto,1,219.73
ORDER_04555,1,credit_card,6,68.13
ORDER_10329,1,boleto,1,98.7
ORDER_48125,1,credit_card,3,163.65
ORDER_04455,3,voucher,1,3.61
ORDER_31599,1,boleto,1,64.1
ORDER_30395,1,credit_card,1,29.47
ORDER_68207,1,credit_card,6,94.8
ORDER_15337,1,credit_card,4,68.03
ORDER_40046,1,boleto,1,319.96
ORDER_55977,1,boleto,1,90.84
ORDER_07609,1,credit_card,1,59.08
ORDER_70833,1,credit_card,8,86.02
ORDER_45815,1,credit_card,1,53.22
ORDER_63325,1,credit_card,3,199.08
ORDER_23077,1,credit_card,1,5.65
ORDER_11605,1,credit_card,1,108.29
ORDER_58109,1,credit_card,1,4.51
ORDER_49115,1,credit_card,6,223.14
ORDER_68836,1,boleto,1,130.26
ORDER_83073,1,credit_card,1,118.23
ORDER_66424,1,credit_card,1,92.44
ORDER_70611,1,credit_card,8,556.09
ORDER_66909,1,credit_card,3,64.62
ORDER_57962,1,credit_card,2,453.92
ORDER_71271,1,credit_card,8,414.04
ORDER_59149,1,boleto,1,376.76
ORDER_01149,1,boleto,1,147.94
ORDER_11511,1,credit_card,1,42.27
ORDER_42434,1,credit_card,4,44.09
ORDER_74761,1,credit_card,1,63.86
ORDER_23953,1,credit_card,3,153.96
ORDER_51978,1,credit_card,5,114.14
ORDER_79766,1,credit_card,2,168.58
ORDER_31600,1,credit_card,3,165.46
ORDER_87206,1,credit_card,2,185.18
ORDER_38898,1,boleto,1,85.89
ORDER_34012,1,credit_card,1,167.2
ORDER_62940,1,credit_card,3,158.86
ORDER_46147,1,boleto,1,45.01
ORDER_30115,1,boleto,1,47.84
ORDER_19765,1,credit_card,10,102.66
ORDER_26090,1,credit_card,1,222.82
ORDER_81992,1,credit_card,3,194.8
ORDER_18859,1,credit_card,4,222.04
ORDER_20945,1,credit_card,1,4.38
ORDER_74102,1,credit_card,2,155.23
ORDER_03386,1,credit_card,5,189.68
ORDER_24818,1,boleto,1,41.64
ORDER_59114,1,credit_card,2,164.16
ORDER_31390,1,credit_card,1,184.26
ORDER_33090,1,boleto,1,65.7
ORDER_48487,1,credit_card,8,255.0
ORDER_79197,1,credit_card,5,118.65
ORDER_38121,1,credit_card,1,32.38
ORDER_68748,13,voucher,1,1.04
ORDER_27828,1,credit_card,3,59.0
ORDER_15754,1,boleto,1,116.3
ORDER_46061,1,credit_card,10,216.83
ORDER_42181,1,boleto,1,64.14
ORDER_19850,1,credit_card,10,563.45
ORDER_83986,1,credit_card,3,213.9
ORDER_29041,1,boleto,1,148.22
ORDER_09080,1,boleto,1,70.14
ORDER_07275,1,credit_card,2,85.14
ORDER_48087,1,credit_card,1,193.98
ORDER_31383,1,credit_card,3,151.35
ORDER_41157,1,credit_card,1,206.07
ORDER_46041,1,boleto,1,428.08
ORDER_43756,1,credit_card,5,92.16
ORDER_24037,1,credit_card,3,243.57
ORDER_65770,1,credit_card,2,58.27
ORDER_28229,1,credit_card,6,201.55
ORDER_68482,1,credit_card,2,68.64
ORDER_48772,1,credit_card,1,208.88
ORDER_80632,1,credit_card,3,76.69
ORDER_01374,1,credit_card,1,13.1
ORDER_25870,1,boleto,1,35.14
ORDER_15495,1,boleto,1,43.0
ORDER_47114,1,credit_card,2,128.43
ORDER_62710,1,boleto,1,623.68
ORDER_73305,1,credit_card,2,144.58
ORDER_43838,1,credit_card,1,56.6
ORDER_86150,13,voucher,1,0.68
ORDER_39625,1,boleto,1,33.84
ORDER_79662,1,credit_card,6,293.36
ORDER_61572,1,credit_card,2,44.41
ORDER_67298,1,boleto,1,77.11
ORDER_75004,1,credit_card,1,266.04
ORDER_84382,1,credit_card,4,94.14
ORDER_30105,1,credit_card,1,41.13
ORDER_47398,1,credit_card,7,169.09
ORDER_05595,1,credit_card,10,319.45
ORDER_32674,1,credit_card,6,425.27
ORDER_50463,1,credit_card,1,42.36
ORDER_41934,1,boleto,1,185.61
ORDER_47352,1,credit_card,7,72.96
ORDER_01868,1,credit_card,1,94.62
ORDER_56246,1,credit_card,4,84.69
ORDER_77879,1,credit_card,4,334.8
ORDER_06260,1,credit_card,2,293.22
ORDER_75645,1,credit_card,1,292.11
ORDER_04105,1,credit_card,1,123.34
ORDER_65304,1,credit_card,3,35.79
ORDER_69496,1,boleto,1,156.22
ORDER_84031,1,credit_card,4,45.24
ORDER_03117,1,credit_card,2,32.38
ORDER_42829,1,credit_card,5,58.59
ORDER_01193,1,credit_card,9,91.19
ORDER_12685,1,credit_card,3,245.19
ORDER_49292,1,credit_card,8,178.34
ORDER_47107,1,credit_card,5,62.91
ORDER_70529,2,credit_card,1,14.8
ORDER_16917,1,credit_card,3,75.48
ORDER_52887,1,credit_card,8,170.71
ORDER_75137,1,credit_card,1,96.12
ORDER_02108,1,credit_card,1,142.0
ORDER_17704,1,boleto,1,105.28
ORDER_34123,1,credit_card,1,50.86
ORDER_87501,1,credit_card,2,59.96
ORDER_25221,2,voucher,1,18.51
ORDER_54312,1,credit_card,3,178.89
ORDER_55464,1,credit_card,10,108.88
ORDER_58655,1,credit_card,8,670.99
ORDER_73954,1,credit_card,9,450.39
ORDER_22388,1,boleto,1,51.84
ORDER_76801,1,debit_card,1,27.75
ORDER_29281,1,credit_card,1,90.31
ORDER_31285,1,credit_card,1,64.1
ORDER_10539,1,boleto,1,102.03
ORDER_85888,1,boleto,1,112.2
ORDER_31621,1,credit_card,4,138.24
ORDER_30318,1,credit_card,1,317.8
ORDER_81717,1,credit_card,1,73.34
ORDER_57736,1,credit_card,8,171.87
ORDER_49800,1,credit_card,1,84.7
ORDER_63283,1,credit_card,4,161.17
ORDER_57137,1,boleto,1,274.29
ORDER_64341,1,boleto,1,64.14
ORDER_50589,1,credit_card,7,417.45
ORDER_03680,1,credit_card,3,155.64
ORDER_61080,1,credit_card,6,66.43
ORDER_68632,1,credit_card,1,172.59
ORDER_40148,1,credit_card,10,101.36
ORDER_82043,1,credit_card,4,139.37
ORDER_78314,1,credit_card,2,58.62
ORDER_74533,1,credit_card,3,291.47
ORDER_38562,1,credit_card,1,24.42
ORDER_35086,1,boleto,1,40.65
ORDER_27943,1,credit_card,2,102.53
ORDER_56932,1,credit_card,1,98.35
ORDER_83521,1,credit_card,2,113.15
ORDER_34519,1,credit_card,2,138.89
ORDER_67545,2,voucher,1,15.9
ORDER_73811,1,credit_card,10,159.46
ORDER_58948,1,credit_card,4,338.85
ORDER_55420,1,credit_card,1,39.75
ORDER_59243,1,credit_card,1,189.01
ORDER_52998,1,credit_card,4,195.89
ORDER_47289,1,credit_card,2,45.48
ORDER_53123,1,credit_card,8,195.43
ORDER_31452,1,credit_card,3,118.25
ORDER_19995,1,boleto,1,124.54
ORDER_68443,1,credit_card,3,177.25
ORDER_50756,1,credit_card,1,32.71
ORDER_75809,1,boleto,1,61.75
ORDER_24572,1,credit_card,3,154.38
ORDER_19450,1,credit_card,1,155.98
ORDER_67925,1,credit_card,3,226.96
ORDER_76173,1,credit_card,1,52.39
ORDER_72329,1,credit_card,5,84.54
ORDER_02466,1,credit_card,2,50.06
ORDER_53828,1,credit_card,3,188.98
ORDER_87863,1,debit_card,1,63.37
ORDER_03318,1,credit_card,1,47.13
ORDER_04197,2,voucher,1,23.79
ORDER_36544,1,credit_card,1,34.09
ORDER_22770,1,credit_card,4,459.69
ORDER_83070,3,voucher,1,5.28
ORDER_06661,1,credit_card,2,58.59
ORDER_41395,1,credit_card,2,129.6
ORDER_71912,1,boleto,1,319.13
ORDER_67135,1,credit_card,2,322.2
ORDER_42887,1,credit_card,10,398.37
ORDER_67691,1,credit_card,10,157.32
ORDER_76503,1,credit_card,1,138.72
ORDER_48820,1,credit_card,3,76.35
ORDER_76262,15,voucher,1,1.92
ORDER_78461,1,credit_card,1,79.98
ORDER_77031,1,credit_card,1,62.41
ORDER_11837,3,voucher,1,5.55
ORDER_87734,1,credit_card,2,100.84
ORDER_14213,1,credit_card,5,116.85
ORDER_62103,1,credit_card,2,86.15
ORDER_65146,1,credit_card,9,175.83
ORDER_19870,1,credit_card,6,60.63
ORDER_10458,1,credit_card,7,147.13
ORDER_56267,1,boleto,1,101.73
ORDER_66455,1,credit_card,5,246.04
ORDER_02102,1,voucher,1,8.42
ORDER_20068,1,credit_card,10,105.34
ORDER_11495,1,credit_card,1,31.38
ORDER_40274,1,credit_card,5,242.98
ORDER_60773,1,credit_card,4,235.28
ORDER_40206,1,credit_card,1,27.77
ORDER_49713,1,boleto,1,333.36
ORDER_30021,1,boleto,1,76.39
ORDER_02524,3,voucher,1,9.39
ORDER_16979,1,boleto,1,177.77
ORDER_00969,1,credit_card,6,124.4
ORDER_17555,1,credit_card,10,991.55
ORDER_20888,1,boleto,1,152.58
ORDER_54110,1,boleto,1,42.28
ORDER_41294,1,credit_card,2,420.58
ORDER_46397,1,credit_card,5,264.52
ORDER_62456,1,boleto,1,25.5
ORDER_35578,1,credit_card,1,67.5
ORDER_54723,1,credit_card,1,37.78
ORDER_66207,1,credit_card,8,138.53
ORDER_56716,1,credit_card,5,315.84
ORDER_09949,1,credit_card,1,37.61
ORDER_39772,1,credit_card,3,98.12
ORDER_28617,1,credit_card,1,85.14
ORDER_05249,1,boleto,1,207.09
ORDER_67125,1,boleto,1,46.69
ORDER_48041,1,credit_card,3,40.0
ORDER_23364,1,credit_card,1,35.69
ORDER_65293,1,credit_card,3,60.31
ORDER_84114,1,boleto,1,17.78
ORDER_78250,1,boleto,1,197.58
ORDER_59875,1,credit_card,5,149.48
ORDER_29280,1,credit_card,2,53.87
ORDER_38538,2,voucher,1,26.18
ORDER_80892,1,credit_card,2,27.14
ORDER_10836,1,credit_card,2,204.88
ORDER_64109,1,credit_card,5,112.2
ORDER_41393,1,credit_card,3,72.46
ORDER_06730,1,boleto,1,66.06
ORDER_61127,1,credit_card,9,461.94
ORDER_58550,1,credit_card,1,132.9
ORDER_20597,1,credit_card,4,78.79
ORDER_53169,1,credit_card,2,318.97
ORDER_66056,1,credit_card,10,194.08
ORDER_42492,1,credit_card,3,327.9
ORDER_76361,1,credit_card,4,292.2
ORDER_02481,1,credit_card,3,169.61
ORDER_31096,1,credit_card,1,147.31
ORDER_26561,1,boleto,1,66.01
ORDER_44076,2,voucher,1,25.72
ORDER_01771,1,credit_card,8,83.25
ORDER_64829,1,boleto,1,90.05
ORDER_61013,1,credit_card,1,51.38
ORDER_31734,1,credit_card,1,62.01
ORDER_34774,1,credit_card,2,133.38
ORDER_70455,1,credit_card,1,121.39
ORDER_07675,1,credit_card,4,223.26
ORDER_34069,1,credit_card,8,267.89
ORDER_53785,1,credit_card,2,136.62
ORDER_13849,1,credit_card,4,177.39
ORDER_49440,1,credit_card,2,101.93
ORDER_66570,1,credit_card,1,168.3
ORDER_64086,1,debit_card,1,43.72
ORDER_80226,1,credit_card,5,163.44
ORDER_25730,1,credit_card,3,41.05
ORDER_20074,1,credit_card,1,34.0
ORDER_41275,1,credit_card,2,107.02
ORDER_18073,1,credit_card,4,108.9
ORDER_66309,1,credit_card,3,118.93
ORDER_52185,1,credit_card,2,165.8
ORDER_16172,1,credit_card,2,138.21
ORDER_18483,1,credit_card,2,118.58
ORDER_67739,1,credit_card,3,102.07
ORDER_70538,1,credit_card,4,44.09
ORDER_33220,1,credit_card,1,119.12
ORDER_68254,1,credit_card,1,38.23
ORDER_76506,1,credit_card,1,81.51
ORDER_01980,1,boleto,1,106.99
ORDER_61185,1,credit_card,2,78.2
ORDER_33914,1,credit_card,1,158.17
ORDER_60728,1,credit_card,1,96.6
ORDER_02008,7,voucher,1,12.0
ORDER_05020,1,credit_card,1,96.1
ORDER_18117,1,credit_card,10,657.0
ORDER_54741,1,credit_card,1,26.01
ORDER_48009,1,boleto,1,23.39
ORDER_81932,1,credit_card,8,432.54
ORDER_85014,1,credit_card,1,1.44
ORDER_75568,1,credit_card,3,150.39
ORDER_07925,1,credit_card,2,28.4
ORDER_78008,1,credit_card,1,56.78
ORDER_53592,2,voucher,1,50.87
ORDER_78190,1,credit_card,1,123.15
ORDER_03697,1,boleto,1,46.75
ORDER_65872,1,credit_card,1,55.13
ORDER_81242,1,credit_card,5,107.99
ORDER_70401,1,credit_card,1,45.86
ORDER_37842,1,credit_card,4,153.9
ORDER_53715,1,credit_card,2,187.0
ORDER_46785,1,credit_card,2,129.78
ORDER_14862,1,credit_card,5,53.61
ORDER_61672,1,boleto,1,67.98
ORDER_12661,1,credit_card,1,34.23
ORDER_58421,1,credit_card,4,41.75
ORDER_07475,1,credit_card,3,283.02
ORDER_44963,1,credit_card,3,116.68
ORDER_59407,1,credit_card,7,145.66
ORDER_32315,1,credit_card,8,666.71
ORDER_57469,1,credit_card,4,194.99
ORDER_80009,1,credit_card,2,139.27
ORDER_77454,1,credit_card,1,87.85
ORDER_16909,1,credit_card,1,58.28
ORDER_82686,1,credit_card,3,138.89
ORDER_31321,1,credit_card,1,91.66
ORDER_70197,1,credit_card,2,153.99
ORDER_71062,1,credit_card,4,106.9
ORDER_19288,1,credit_card,3,65.12
ORDER_63497,1,credit_card,2,147.22
ORDER_61349,1,boleto,1,39.24
ORDER_31548,1,boleto,1,143.82
ORDER_20808,1,credit_card,1,254.23
ORDER_41007,1,boleto,1,112.02
ORDER_67192,1,credit_card,6,419.06
ORDER_43800,1,credit_card,1,28.0
ORDER_37625,1,credit_card,1,81.5
ORDER_35113,1,boleto,1,154.44
ORDER_59583,1,credit_card,3,112.35
ORDER_85824,2,voucher,1,34.17
ORDER_46976,1,credit_card,4,61.75
ORDER_71326,1,credit_card,10,158.45
ORDER_49886,1,credit_card,10,1901.62
ORDER_49359,2,voucher,1,47.25
ORDER_20098,1,credit_card,1,25.75
ORDER_24984,1,credit_card,1,137.6
ORDER_30237,1,credit_card,1,98.33
ORDER_58254,1,credit_card,6,66.33
ORDER_59991,3,voucher,1,15.34
ORDER_38754,1,credit_card,2,267.49
ORDER_01726,1,credit_card,1,74.16
ORDER_49379,1,credit_card,2,238.02
ORDER_19669,1,credit_card,1,75.06
ORDER_33139,1,credit_card,1,152.34
ORDER_63188,1,credit_card,12,551.49
ORDER_04681,1,boleto,1,72.99
ORDER_57598,1,credit_card,8,827.1
ORDER_64856,2,voucher,1,20.0
ORDER_86260,1,credit_card,1,180.51
ORDER_20355,1,credit_card,5,77.57
ORDER_52255,1,boleto,1,136.6
ORDER_63280,1,credit_card,5,52.59
ORDER_57986,1,credit_card,2,119.44
ORDER_21085,1,boleto,1,165.67
ORDER_45822,1,credit_card,5,95.22
ORDER_21551,1,credit_card,2,136.67
ORDER_08312,1,credit_card,2,83.65
ORDER_32670,1,credit_card,2,167.39
ORDER_86828,1,credit_card,1,82.35
ORDER_76125,1,credit_card,6,126.02
ORDER_01672,1,credit_card,1,108.69
ORDER_31278,1,credit_card,1,97.44
ORDER_58152,1,credit_card,1,50.01
ORDER_75616,1,credit_card,1,52.31
ORDER_17411,1,credit_card,1,67.05
ORDER_34608,2,credit_card,5,291.76
ORDER_56038,1,credit_card,1,64.9
ORDER_82454,1,credit_card,2,22.99
ORDER_28103,1,credit_card,8,295.83
ORDER_17420,1,credit_card,3,61.38
ORDER_29879,1,credit_card,1,222.42
ORDER_48370,1,credit_card,2,138.6
ORDER_35040,1,credit_card,1,192.89
ORDER_65703,1,credit_card,1,31.94
ORDER_10654,1,credit_card,4,107.95
ORDER_81922,1,credit_card,1,27.48
ORDER_82457,1,credit_card,1,207.42
ORDER_66840,1,boleto,1,50.41
ORDER_85239,1,credit_card,1,104.28
ORDER_73168,1,credit_card,6,257.92
ORDER_48662,1,boleto,1,77.27
ORDER_39711,1,credit_card,8,710.19
ORDER_83076,1,credit_card,2,71.39
ORDER_19625,1,credit_card,3,49.18
ORDER_87277,1,boleto,1,52.68
ORDER_60010,1,credit_card,2,105.55
ORDER_33784,1,credit_card,1,53.68
ORDER_03750,1,credit_card,4,50.01
ORDER_35365,1,credit_card,10,252.89
ORDER_57213,1,credit_card,4,40.07
ORDER_50661,1,credit_card,3,81.11
ORDER_15686,1,boleto,1,83.22
ORDER_32409,1,boleto,1,90.98
ORDER_51617,1,credit_card,4,102.37
ORDER_66587,1,credit_card,3,195.0
ORDER_64896,1,credit_card,4,69.91
ORDER_45832,1,credit_card,2,155.03
ORDER_26887,1,credit_card,6,202.34
ORDER_65412,1,boleto,1,84.14
ORDER_77919,1,credit_card,8,112.58
ORDER_37457,1,credit_card,2,168.98
ORDER_45000,1,credit_card,1,31.38
ORDER_86416,1,credit_card,9,703.1
ORDER_24150,1,credit_card,9,95.7
ORDER_48063,1,credit_card,3,76.95
ORDER_21435,1,credit_card,1,28.61
ORDER_77431,1,credit_card,6,185.57
ORDER_03840,1,credit_card,3,195.46
ORDER_48344,1,boleto,1,44.59
ORDER_52321,2,voucher,1,97.84
ORDER_61231,1,credit_card,3,37.22
ORDER_29554,1,credit_card,1,57.68
ORDER_73649,1,credit_card,1,138.21
ORDER_64805,1,credit_card,6,187.84
ORDER_60258,1,credit_card,1,105.4
ORDER_57721,1,credit_card,1,129.11
ORDER_18275,1,debit_card,1,92.57
ORDER_25135,1,credit_card,10,178.99
ORDER_25989,1,boleto,1,82.84
ORDER_24456,1,boleto,1,102.12
ORDER_75778,1,credit_card,1,0.05
ORDER_46382,1,credit_card,9,97.43
ORDER_45302,1,credit_card,4,373.88
ORDER_46772,1,credit_card,4,108.86
ORDER_16809,1,credit_card,1,86.57
ORDER_35231,1,credit_card,18,537.79
ORDER_83752,1,credit_card,3,106.37
ORDER_66401,1,credit_card,7,77.03
ORDER_30774,1,boleto,1,50.68
ORDER_73485,1,credit_card,1,174.86
ORDER_86732,1,credit_card,10,2023.0
ORDER_70577,1,credit_card,1,128.08
ORDER_09282,1,credit_card,10,201.9
ORDER_02756,1,credit_card,2,194.28
ORDER_41795,1,credit_card,10,639.28
ORDER_39321,1,boleto,1,106.87
ORDER_13440,1,boleto,1,88.72
ORDER_65796,1,credit_card,2,107.53
ORDER_03494,1,credit_card,4,163.79
ORDER_50203,1,boleto,1,50.23
ORDER_86015,1,credit_card,10,241.73
ORDER_47074,3,voucher,1,18.96
ORDER_13321,1,boleto,1,108.02
ORDER_27775,1,credit_card,10,249.25
ORDER_20806,1,credit_card,8,340.59
ORDER_22158,1,credit_card,3,38.09
ORDER_69061,1,credit_card,3,183.53
ORDER_17336,1,boleto,1,98.27
ORDER_76244,1,credit_card,5,107.78
ORDER_25643,3,voucher,1,6.17
ORDER_37386,1,credit_card,4,54.32
ORDER_10361,1,credit_card,5,163.89
ORDER_53548,1,credit_card,2,196.12
ORDER_84856,1,boleto,1,147.35
ORDER_71877,1,credit_card,1,50.71
ORDER_27817,1,credit_card,2,76.02
ORDER_10158,1,credit_card,2,54.91
ORDER_34245,1,boleto,1,26.77
ORDER_10568,1,credit_card,1,33.39
ORDER_03842,1,credit_card,2,102.84
ORDER_37403,1,boleto,1,58.56
ORDER_76460,1,credit_card,1,30.86
ORDER_69093,1,credit_card,10,1411.62
ORDER_50219,1,credit_card,2,434.92
ORDER_21180,1,boleto,1,89.3
ORDER_16227,1,boleto,1,63.6
ORDER_39065,1,credit_card,1,27.68
ORDER_25424,1,boleto,1,41.69
ORDER_84117,1,credit_card,4,291.37
ORDER_17572,1,credit_card,1,54.47
ORDER_57476,1,credit_card,1,177.58
ORDER_63475,1,boleto,1,266.49
