Seller_id,Recency,Frequency,Total,R,F,M,RFM_score
SELLER_1108,14,3,123.74999999999999,4,2,1,421
SELLER_1109,76,38,8213.12,3,5,5,355
SELLER_1110,314,17,1296.18,1,4,3,143
SELLER_1111,194,38,6847.7,2,5,5,255
SELLER_1112,7,2,111.2,5,2,1,521
SELLER_1113,235,2,283.06,2,2,2,222
SELLER_1114,41,1,119.7,3,1,1,311
SELLER_1115,72,20,2765.83,3,4,4,344
SELLER_1116,48,14,2358.66,3,4,4,344
SELLER_1117,9,545,21132.329999999998,5,5,5,555
SELLER_1118,6,11,1028.99,5,3,3,533
SELLER_1119,8,64,8999.83,5,5,5,555
SELLER_1120,6,11,2923.67,5,3,4,534
SELLER_1121,48,2,113.55000000000001,3,2,1,321
SELLER_1122,11,164,28115.45,5,5,5,555
SELLER_1123,89,58,7693.63,3,5,5,355
SELLER_1124,9,3,194.98000000000002,5,2,1,521
SELLER_1125,352,1,34.1,1,1,1,111
SELLER_1126,113,26,2052.54,2,4,4,244
SELLER_1127,287,2,1013.84,1,2,3,123
SELLER_1128,206,1,152.99,2,1,1,211
SELLER_1129,40,4,5800.66,3,2,5,325
SELLER_1130,29,8,408.5,4,3,2,432
SELLER_1131,363,7,1027.37,1,3,3,133
SELLER_1132,125,266,61154.7,2,5,5,255
SELLER_1133,18,1,150.56,4,1,1,411
SELLER_1134,7,585,28064.36,5,5,5,555
SELLER_1135,7,2,84.63,5,2,1,521
SELLER_1136,8,75,4673.71,5,5,4,554
SELLER_1137,12,1,198.69,5,1,1,511
SELLER_1138,42,2,229.25,3,2,2,322
SELLER_1139,561,11,4281.96,1,3,4,134
SELLER_1140,533,1,113.87,1,1,1,111
SELLER_1141,34,29,6511.21,4,4,5,445
SELLER_1142,8,64,9047.85,5,5,5,555
SELLER_1143,105,4,439.53000000000003,2,2,2,222
SELLER_1144,110,1,62.87,2,1,1,211
SELLER_1145,12,61,6949.5599999999995,5,5,5,555
SELLER_1146,13,7,329.71,4,3,2,432
SELLER_1147,512,2,50.83,1,2,1,121
SELLER_1148,4,6,524.0,5,3,2,532
SELLER_1149,24,31,35056.52,4,4,5,445
SELLER_1150,76,2,1238.9,3,2,3,323
SELLER_1151,6,1,103.87,5,1,1,511
SELLER_1152,62,9,1339.82,3,3,3,333
SELLER_1153,551,34,666.0,1,4,3,143
SELLER_1154,11,12,2662.69,5,4,4,544
SELLER_1155,5,6,1069.08,5,3,3,533
SELLER_1156,310,2,218.75,1,2,2,122
SELLER_1157,63,8,5016.43,3,3,4,334
SELLER_1158,39,6,177.24,3,3,1,331
SELLER_1159,10,186,22763.73,5,5,5,555
SELLER_1160,122,9,3350.29,2,3,4,234
SELLER_1161,21,16,3022.35,4,4,4,444
SELLER_1162,82,12,789.92,3,4,3,343
SELLER_1163,47,10,722.3299999999999,3,3,3,333
SELLER_1164,54,9,1745.99,3,3,4,334
SELLER_1165,13,4,158.69,4,2,1,421
SELLER_1166,14,2,159.21,4,2,1,421
SELLER_1167,152,8,705.14,2,3,3,233
SELLER_1168,22,241,39360.2,4,5,5,455
SELLER_1169,4,142,10091.03,5,5,5,555
SELLER_1170,113,7,586.79,2,3,2,232
SELLER_1171,16,4,716.26,4,2,3,423
SELLER_1172,15,11,5495.5599999999995,4,3,5,435
SELLER_1173,305,8,3859.56,1,3,4,134
SELLER_1174,8,7,450.25,5,3,2,532
SELLER_1175,53,63,8428.78,3,5,5,355
SELLER_1176,294,22,2381.96,1,4,4,144
SELLER_1177,96,4,154.26,2,2,1,221
SELLER_1178,34,24,2422.22,4,4,4,444
SELLER_1179,8,86,8208.18,5,5,5,555
SELLER_1180,112,4,770.12,2,2,3,223
SELLER_1181,138,6,299.28,2,3,2,232
SELLER_1182,383,9,393.98,1,3,2,132
SELLER_1183,21,2,299.04,4,2,2,422
SELLER_1184,27,8,707.52,4,3,3,433
SELLER_1185,304,4,699.77,1,2,3,123
SELLER_1186,528,1,364.96,1,1,2,112
SELLER_1187,12,39,9633.01,5,5,5,555
SELLER_1188,9,6,644.02,5,3,3,533
SELLER_1189,28,2,225.61,4,2,2,422
SELLER_1190,12,21,2170.0,5,4,4,544
SELLER_1191,42,23,1308.4,3,4,3,343
SELLER_1192,5,113,10622.14,5,5,5,555
SELLER_1193,190,10,5654.8,2,3,5,235
SELLER_1194,15,39,5146.18,4,5,4,454
SELLER_1195,8,14,1670.0800000000002,5,4,4,544
SELLER_1196,17,3,4803.08,4,2,4,424
SELLER_1197,15,7,644.6099999999999,4,3,3,433
SELLER_1198,3,193,12020.85,5,5,5,555
SELLER_1199,362,5,400.87,1,3,2,132
SELLER_1200,344,2,38.480000000000004,1,2,1,121
SELLER_1201,500,1,68.55,1,1,1,111
SELLER_1202,8,7,4171.24,5,3,4,534
SELLER_1203,24,1,83.25999999999999,4,1,1,411
SELLER_1204,248,2,1080.56,1,2,3,123
SELLER_1205,263,2,177.94,1,2,1,121
SELLER_1206,12,2,168.69,5,2,1,521
SELLER_1207,78,1,135.48000000000002,3,1,1,311
SELLER_1208,48,1,218.95000000000002,3,1,2,312
SELLER_1209,442,1,166.71,1,1,1,111
SELLER_1210,8,4,314.65,5,2,2,522
SELLER_1211,195,6,923.05,2,3,3,233
SELLER_1212,38,5,2456.44,3,3,4,334
SELLER_1213,409,2,55.64,1,2,1,121
SELLER_1214,83,22,2431.81,3,4,4,344
SELLER_1215,109,55,3614.8,2,5,4,254
SELLER_1216,14,5,518.35,4,3,2,432
SELLER_1217,71,3,357.35,3,2,2,322
SELLER_1218,246,2,638.5799999999999,2,2,3,223
SELLER_1219,13,22,2058.11,4,4,4,444
SELLER_1220,72,4,3216.31,3,2,4,324
SELLER_1221,291,8,452.27,1,3,2,132
SELLER_1222,7,16,1736.04,5,4,4,544
SELLER_1223,73,10,745.36,3,3,3,333
SELLER_1224,660,1,449.65,1,1,2,112
SELLER_1225,7,14,1023.04,5,4,3,543
SELLER_1226,33,3,944.8299999999999,4,2,3,423
SELLER_1227,256,1,40.1,1,1,1,111
SELLER_1228,68,43,3159.89,3,5,4,354
SELLER_1229,88,17,9545.84,3,4,5,345
SELLER_1230,5,29,2942.6600000000003,5,4,4,544
SELLER_1231,28,15,2638.4500000000003,4,4,4,444
SELLER_1232,246,4,277.96,2,2,2,222
SELLER_1233,441,1,31.82,1,1,1,111
SELLER_1234,280,11,1667.91,1,3,4,134
SELLER_1235,182,12,2214.01,2,4,4,244
SELLER_1236,16,5,488.12,4,3,2,432
SELLER_1237,229,3,199.68,2,2,1,221
SELLER_1238,19,82,19917.93,4,5,5,455
SELLER_1239,181,6,896.9300000000001,2,3,3,233
SELLER_1240,30,30,2265.2799999999997,4,4,4,444
SELLER_1241,27,9,1293.1,4,3,3,433
SELLER_1242,425,5,277.52,1,3,2,132
SELLER_1243,150,16,3135.23,2,4,4,244
SELLER_1244,40,5,641.14,3,3,3,333
SELLER_1245,92,3,377.39,2,2,2,222
SELLER_1246,20,40,5953.87,4,5,5,455
SELLER_1247,503,11,1783.8899999999999,1,3,4,134
SELLER_1248,267,4,144.75,1,2,1,121
SELLER_1249,14,2,165.22,4,2,1,421
SELLER_1250,223,1,373.82,2,1,2,212
SELLER_1251,1,58,3332.81,5,5,4,554
SELLER_1252,7,47,6224.02,5,5,5,555
SELLER_1253,202,21,1604.0,2,4,3,243
SELLER_1254,83,43,4648.150000000001,3,5,4,354
SELLER_1255,129,24,3236.93,2,4,4,244
SELLER_1256,11,3,908.3000000000001,5,2,3,523
SELLER_1257,7,68,10374.79,5,5,5,555
SELLER_1258,47,5,3221.5299999999997,3,3,4,334
SELLER_1259,3,148,14533.07,5,5,5,555
SELLER_1260,47,17,1411.1299999999999,3,4,3,343
SELLER_1261,277,3,394.22,1,2,2,122
SELLER_1262,5,36,3124.29,5,5,4,554
SELLER_1263,39,1,285.12,3,1,2,312
SELLER_1264,23,154,34973.340000000004,4,5,5,455
SELLER_1265,7,105,23505.2,5,5,5,555
SELLER_1266,236,3,1039.47,2,2,3,223
SELLER_1267,488,1,35.42,1,1,1,111
SELLER_1268,512,3,1110.54,1,2,3,123
SELLER_1269,243,4,1326.31,2,2,3,223
SELLER_1270,21,3,191.60999999999999,4,2,1,421
SELLER_1271,13,6,247.86,4,3,2,432
SELLER_1272,52,13,7325.35,3,4,5,345
SELLER_1273,46,11,2579.62,3,3,4,334
SELLER_1274,389,1,361.27,1,1,2,112
SELLER_1275,5,1686,123215.78,5,5,5,555
SELLER_1276,43,88,11374.54,3,5,5,355
SELLER_1277,28,151,10383.19,4,5,5,455
SELLER_1278,25,18,4111.320000000001,4,4,4,444
SELLER_1279,109,15,1757.95,2,4,4,244
SELLER_1280,69,7,6383.889999999999,3,3,5,335
SELLER_1281,12,5,775.98,5,3,3,533
SELLER_1282,361,1,72.74,1,1,1,111
SELLER_1283,266,2,672.55,1,2,3,123
SELLER_1284,36,54,3989.19,3,5,4,354
SELLER_1285,7,28,3166.75,5,4,4,544
SELLER_1286,86,1,219.32999999999998,3,1,2,312
SELLER_1287,26,6,518.15,4,3,2,432
SELLER_1288,24,39,4600.22,4,5,4,454
SELLER_1289,8,18,3037.3900000000003,5,4,4,544
SELLER_1290,7,3,930.17,5,2,3,523
SELLER_1291,110,2,150.95999999999998,2,2,1,221
SELLER_1292,322,22,1111.04,1,4,3,143
SELLER_1293,247,1,103.37,2,1,1,211
SELLER_1294,25,61,14321.85,4,5,5,455
SELLER_1295,14,6,570.04,4,3,2,432
SELLER_1296,20,5,240.91000000000003,4,3,2,432
SELLER_1297,156,5,3180.98,2,3,4,234
SELLER_1298,11,143,21047.62,5,5,5,555
SELLER_1299,7,343,57772.78,5,5,5,555
SELLER_1300,76,9,880.03,3,3,3,333
SELLER_1301,20,9,796.5799999999999,4,3,3,433
SELLER_1302,12,9,884.65,5,3,3,533
SELLER_1303,158,6,210.01,2,3,2,232
SELLER_1304,137,11,817.21,2,3,3,233
SELLER_1305,4,36,5605.9,5,5,5,555
SELLER_1306,6,3,287.76,5,2,2,522
SELLER_1307,29,58,22570.13,4,5,5,455
SELLER_1308,11,1,93.54,5,1,1,511
SELLER_1309,93,14,3229.52,2,4,4,244
SELLER_1310,337,1,98.37,1,1,1,111
SELLER_1311,259,60,4336.63,1,5,4,154
SELLER_1312,59,4,728.71,3,2,3,323
SELLER_1313,50,5,353.14,3,3,2,332
SELLER_1314,248,1,132.06,1,1,1,111
SELLER_1315,88,13,821.15,3,4,3,343
SELLER_1316,13,17,3370.74,4,4,4,444
SELLER_1317,13,1,103.7,4,1,1,411
SELLER_1318,178,1,83.00999999999999,2,1,1,211
SELLER_1319,107,14,3710.64,2,4,4,244
SELLER_1320,24,9,3923.8,4,3,4,434
SELLER_1321,85,2,77.64,3,2,1,321
SELLER_1322,138,7,649.97,2,3,3,233
SELLER_1323,27,81,12427.960000000001,4,5,5,455
SELLER_1324,101,1,16.36,2,1,1,211
SELLER_1325,503,1,55.96,1,1,1,111
SELLER_1326,9,70,14895.95,5,5,5,555
SELLER_1327,298,3,968.1399999999999,1,2,3,123
SELLER_1328,389,5,15200.56,1,3,5,135
SELLER_1329,66,9,1151.52,3,3,3,333
SELLER_1330,27,4,226.55,4,2,2,422
SELLER_1331,367,1,129.56,1,1,1,111
SELLER_1332,34,55,20307.7,4,5,5,455
SELLER_1333,48,10,848.5,3,3,3,333
SELLER_1334,20,2,1691.8799999999999,4,2,4,424
SELLER_1335,6,27,5814.27,5,4,5,545
SELLER_1336,3,47,5380.37,5,5,4,554
SELLER_1337,33,16,2067.55,4,4,4,444
SELLER_1338,30,31,7555.37,4,4,5,445
SELLER_1339,6,26,1198.78,5,4,3,543
SELLER_1340,419,1,33.9,1,1,1,111
SELLER_1341,117,4,282.86,2,2,2,222
SELLER_1342,57,10,5481.98,3,3,5,335
SELLER_1343,8,3,128.18,5,2,1,521
SELLER_1344,86,3,526.5,3,2,2,322
SELLER_1345,47,3,591.96,3,2,2,322
SELLER_1346,133,11,667.0,2,3,3,233
SELLER_1347,10,68,4023.87,5,5,4,554
SELLER_1348,246,5,256.34,2,3,2,232
SELLER_1349,231,20,1288.5700000000002,2,4,3,243
SELLER_1350,346,8,10460.75,1,3,5,135
SELLER_1351,7,123,8052.61,5,5,5,555
SELLER_1352,321,2,146.1,1,2,1,121
SELLER_1353,260,22,3906.59,1,4,4,144
SELLER_1354,33,165,7975.91,4,5,5,455
SELLER_1355,16,20,1120.46,4,4,3,443
SELLER_1356,209,1,27.64,2,1,1,211
SELLER_1357,541,8,468.98,1,3,2,132
SELLER_1358,24,10,3195.67,4,3,4,434
SELLER_1359,14,106,13952.62,4,5,5,455
SELLER_1360,217,1,148.68,2,1,1,211
SELLER_1361,400,1,135.49,1,1,1,111
SELLER_1362,13,107,5467.36,4,5,5,455
SELLER_1363,346,2,187.42,1,2,1,121
SELLER_1364,34,2,162.75,4,2,1,421
SELLER_1365,12,15,2750.91,5,4,4,544
SELLER_1366,18,8,2630.79,4,3,4,434
SELLER_1367,343,8,569.8,1,3,2,132
SELLER_1368,18,340,54338.88,4,5,5,455
SELLER_1369,8,33,6539.95,5,4,5,545
SELLER_1370,31,37,10457.44,4,5,5,455
SELLER_1371,248,2,151.8,1,2,1,121
SELLER_1372,133,2,84.2,2,2,1,221
SELLER_1373,92,8,1579.66,2,3,3,233
SELLER_1374,24,1,96.88,4,1,1,411
SELLER_1375,9,63,8329.69,5,5,5,555
SELLER_1376,26,34,4517.150000000001,4,4,4,444
SELLER_1377,242,1,77.68,2,1,1,211
SELLER_1378,6,3,144.74,5,2,1,521
SELLER_1379,105,2,507.43,2,2,2,222
SELLER_1380,11,32,5092.89,5,4,4,544
SELLER_1381,8,66,27894.2,5,5,5,555
SELLER_1382,230,30,1842.26,2,4,4,244
SELLER_1383,43,334,62202.75,3,5,5,355
SELLER_1384,343,24,2481.65,1,4,4,144
SELLER_1385,35,4,240.7,3,2,2,322
SELLER_1386,84,85,8489.1,3,5,5,355
SELLER_1387,13,14,1280.19,4,4,3,443
SELLER_1388,7,302,37356.86,5,5,5,555
SELLER_1389,4,15,3057.77,5,4,4,544
SELLER_1390,664,1,34.42,1,1,1,111
SELLER_1391,26,16,1401.4199999999998,4,4,3,443
SELLER_1392,9,166,27108.12,5,5,5,555
SELLER_1393,159,9,746.22,2,3,3,233
SELLER_1394,41,69,6248.94,3,5,5,355
SELLER_1395,167,28,2246.95,2,4,4,244
SELLER_1396,21,17,1460.26,4,4,3,443
SELLER_1397,120,18,4416.52,2,4,4,244
SELLER_1398,5,8,1200.3600000000001,5,3,3,533
SELLER_1399,174,22,3272.35,2,4,4,244
SELLER_1400,111,3,176.97,2,2,1,221
SELLER_1401,4,358,51369.09,5,5,5,555
SELLER_1402,11,1,117.88,5,1,1,511
SELLER_1403,194,3,812.8,2,2,3,223
SELLER_1404,42,20,23695.2,3,4,5,345
SELLER_1405,96,2,329.68,2,2,2,222
SELLER_1406,84,20,2326.67,3,4,4,344
SELLER_1407,35,27,4193.64,3,4,4,344
SELLER_1408,7,120,7327.16,5,5,5,555
SELLER_1409,175,7,769.38,2,3,3,233
SELLER_1410,44,41,1994.45,3,5,4,354
SELLER_1411,247,4,269.56,2,2,2,222
SELLER_1412,205,2,105.02,2,2,1,221
SELLER_1413,324,59,8663.43,1,5,5,155
SELLER_1414,246,4,324.84000000000003,2,2,2,222
SELLER_1415,186,17,2660.91,2,4,4,244
SELLER_1416,214,43,3336.18,2,5,4,254
SELLER_1417,13,70,5640.06,4,5,5,455
SELLER_1418,83,2,561.37,3,2,2,322
SELLER_1419,175,76,18715.65,2,5,5,255
SELLER_1420,92,38,2356.58,2,5,4,254
SELLER_1421,14,1,180.33,4,1,1,411
SELLER_1422,134,15,6096.49,2,4,5,245
SELLER_1423,27,212,12109.1,4,5,5,455
SELLER_1424,177,1,1693.31,2,1,4,214
SELLER_1425,18,1,61.3,4,1,1,411
SELLER_1426,162,2,1328.5,2,2,3,223
SELLER_1427,49,6,419.07,3,3,2,332
SELLER_1428,1,20,2427.79,5,4,4,544
SELLER_1429,11,5,214.13,5,3,2,532
SELLER_1430,8,52,4219.7,5,5,4,554
SELLER_1431,38,21,8051.34,3,4,5,345
SELLER_1432,369,9,700.6999999999999,1,3,3,133
SELLER_1433,167,1,197.72,2,1,1,211
SELLER_1434,7,167,11519.65,5,5,5,555
SELLER_1435,35,12,1850.23,3,4,4,344
SELLER_1436,15,26,4462.29,4,4,4,444
SELLER_1437,73,18,1996.58,3,4,4,344
SELLER_1438,17,51,10159.54,4,5,5,455
SELLER_1439,12,188,13889.16,5,5,5,555
SELLER_1440,140,35,3396.7400000000002,2,4,4,244
SELLER_1441,16,17,720.53,4,4,3,443
SELLER_1442,423,1,136.97,1,1,1,111
SELLER_1443,546,1,217.0,1,1,2,112
SELLER_1444,203,2,444.99,2,2,2,222
SELLER_1445,142,27,3999.8900000000003,2,4,4,244
SELLER_1446,50,5,890.94,3,3,3,333
SELLER_1447,122,63,41879.33,2,5,5,255
SELLER_1448,50,51,8423.23,3,5,5,355
SELLER_1449,42,10,449.37,3,3,2,332
SELLER_1450,533,1,6929.31,1,1,5,115
SELLER_1451,319,5,439.95000000000005,1,3,2,132
SELLER_1452,9,43,7906.64,5,5,5,555
SELLER_1453,57,71,7608.88,3,5,5,355
SELLER_1454,25,3,196.85,4,2,1,421
SELLER_1455,126,46,1484.6299999999999,2,5,3,253
SELLER_1456,280,4,579.8900000000001,1,2,2,122
SELLER_1457,659,1,59.81,1,1,1,111
SELLER_1458,9,74,3245.11,5,5,4,554
SELLER_1459,658,1,784.8000000000001,1,1,3,113
SELLER_1460,19,13,588.17,4,4,2,442
SELLER_1461,19,326,17824.05,4,5,5,455
SELLER_1462,213,16,1791.44,2,4,4,244
SELLER_1463,96,2,196.4,2,2,1,221
SELLER_1464,33,8,1240.97,4,3,3,433
SELLER_1465,126,7,851.12,2,3,3,233
SELLER_1466,99,18,1629.7,2,4,3,243
SELLER_1467,4,25,3955.43,5,4,4,544
SELLER_1468,549,1,192.9,1,1,1,111
SELLER_1469,330,5,514.16,1,3,2,132
SELLER_1470,22,42,1410.5,4,5,3,453
SELLER_1471,36,7,1438.8,3,3,3,333
SELLER_1472,64,13,3220.89,3,4,4,344
SELLER_1473,9,6,2054.0,5,3,4,534
SELLER_1474,503,1,164.45,1,1,1,111
SELLER_1475,197,21,2469.82,2,4,4,244
SELLER_1476,660,1,92.97,1,1,1,111
SELLER_1477,148,17,1882.79,2,4,4,244
SELLER_1478,7,87,7902.38,5,5,5,555
SELLER_1479,181,1,61.379999999999995,2,1,1,211
SELLER_1480,108,26,2089.37,2,4,4,244
SELLER_1481,345,10,722.97,1,3,3,133
SELLER_1482,44,7,1953.41,3,3,4,334
SELLER_1483,5,7,929.7,5,3,3,533
SELLER_1484,193,1,451.28,2,1,2,212
SELLER_1485,13,3,127.69,4,2,1,421
SELLER_1486,8,2,524.28,5,2,2,522
SELLER_1487,10,135,44602.479999999996,5,5,5,555
SELLER_1488,91,1,168.63,3,1,1,311
SELLER_1489,28,3,654.3,4,2,3,423
SELLER_1490,364,2,2822.75,1,2,4,124
SELLER_1491,26,9,418.01,4,3,2,432
SELLER_1492,76,4,662.44,3,2,3,323
SELLER_1493,39,23,3983.2700000000004,3,4,4,344
SELLER_1494,14,9,919.0600000000001,4,3,3,433
SELLER_1495,240,31,4471.06,2,4,4,244
SELLER_1496,88,7,1072.22,3,3,3,333
SELLER_1497,4,18,3157.56,5,4,4,544
SELLER_1498,27,1,127.09,4,1,1,411
SELLER_1499,97,7,1014.95,2,3,3,233
SELLER_1500,256,1,262.1,1,1,2,112
SELLER_1501,10,434,51102.14,5,5,5,555
SELLER_1502,70,3,1632.9900000000002,3,2,3,323
SELLER_1503,9,3,475.17,5,2,2,522
SELLER_1504,326,1,364.64,1,1,2,112
SELLER_1505,155,2,571.22,2,2,2,222
SELLER_1506,12,11,7296.56,5,3,5,535
SELLER_1507,8,18,2012.74,5,4,4,544
SELLER_1508,51,2,183.98,3,2,1,321
SELLER_1509,245,2,264.24,2,2,2,222
SELLER_1510,129,7,536.86,2,3,2,232
SELLER_1511,41,5,2507.21,3,3,4,334
SELLER_1512,191,9,298.45,2,3,2,232
SELLER_1513,321,34,6290.04,1,4,5,145
SELLER_1514,8,5,1428.2199999999998,5,3,3,533
SELLER_1515,76,3,270.49,3,2,2,322
SELLER_1516,422,1,79.94,1,1,1,111
SELLER_1517,425,4,166.35,1,2,1,121
SELLER_1518,103,426,73339.15,2,5,5,255
SELLER_1519,291,1,312.02,1,1,2,112
SELLER_1520,91,1,68.32,3,1,1,311
SELLER_1521,215,4,885.86,2,2,3,223
SELLER_1522,74,21,1888.8300000000002,3,4,4,344
SELLER_1523,11,6,661.51,5,3,3,533
SELLER_1524,6,83,12847.97,5,5,5,555
SELLER_1525,111,15,13110.7,2,4,5,245
SELLER_1526,105,1,57.51,2,1,1,211
SELLER_1527,281,11,625.4,1,3,3,133
SELLER_1528,29,7,5353.23,4,3,4,434
SELLER_1529,53,17,2846.64,3,4,4,344
SELLER_1530,321,2,250.89,1,2,2,122
SELLER_1531,58,54,5629.62,3,5,5,355
SELLER_1532,91,3,187.2,3,2,1,321
SELLER_1533,40,1,98.74,3,1,1,311
SELLER_1534,71,26,5577.74,3,4,5,345
SELLER_1535,382,3,477.01,1,2,2,122
SELLER_1536,13,46,10715.43,4,5,5,455
SELLER_1537,2,23,17553.87,5,4,5,545
SELLER_1538,7,10,1769.42,5,3,4,534
SELLER_1539,1,22,4210.93,5,4,4,544
SELLER_1540,30,16,2477.55,4,4,4,444
SELLER_1541,166,1,77.75,2,1,1,211
SELLER_1542,12,1,422.59000000000003,5,1,2,512
SELLER_1543,33,21,1872.95,4,4,4,444
SELLER_1544,241,9,4658.389999999999,2,3,4,234
SELLER_1545,287,4,219.62,1,2,2,122
SELLER_1546,659,13,1189.8600000000001,1,4,3,143
SELLER_1547,8,34,9517.77,5,4,5,545
SELLER_1548,4,63,14701.8,5,5,5,555
SELLER_1549,23,3,225.18,4,2,2,422
SELLER_1550,7,12,1408.6,5,4,3,543
SELLER_1551,91,1,88.81,3,1,1,311
SELLER_1552,305,35,2192.85,1,4,4,144
SELLER_1553,28,2,51.46,4,2,1,421
SELLER_1554,333,1,144.47,1,1,1,111
SELLER_1555,7,13,6934.55,5,4,5,545
SELLER_1556,56,17,12038.35,3,4,5,345
SELLER_1557,106,1,108.03999999999999,2,1,1,211
SELLER_1558,42,3,831.26,3,2,3,323
SELLER_1559,7,156,34328.99,5,5,5,555
SELLER_1560,49,1,31.689999999999998,3,1,1,311
SELLER_1561,3,13,1430.26,5,4,3,543
SELLER_1562,22,28,1389.6499999999999,4,4,3,443
SELLER_1563,1,22,2209.84,5,4,4,544
SELLER_1564,442,8,617.88,1,3,3,133
SELLER_1565,26,10,1474.41,4,3,3,433
SELLER_1566,8,3,585.47,5,2,2,522
SELLER_1567,14,8,1559.34,4,3,3,433
SELLER_1568,469,5,567.11,1,3,2,132
SELLER_1569,259,3,124.57,1,2,1,121
SELLER_1570,19,59,3423.04,4,5,4,454
SELLER_1571,110,2,388.43,2,2,2,222
SELLER_1572,15,10,534.33,4,3,2,432
SELLER_1573,320,36,5839.14,1,5,5,155
SELLER_1574,59,17,2580.49,3,4,4,344
SELLER_1575,42,2,1320.95,3,2,3,323
SELLER_1576,351,1,78.01,1,1,1,111
SELLER_1577,80,1,359.91,3,1,2,312
SELLER_1578,24,11,4650.66,4,3,4,434
SELLER_1579,13,8,936.72,4,3,3,433
SELLER_1580,157,8,1224.63,2,3,3,233
SELLER_1581,87,8,1693.59,3,3,4,334
SELLER_1582,29,38,4387.19,4,5,4,454
SELLER_1583,193,2,237.67000000000002,2,2,2,222
SELLER_1584,126,2,695.03,2,2,3,223
SELLER_1585,47,1,211.87,3,1,2,312
SELLER_1586,182,11,1532.43,2,3,3,233
SELLER_1587,8,8,434.9,5,3,2,532
SELLER_1588,16,23,2931.89,4,4,4,444
SELLER_1589,22,29,5851.17,4,4,5,445
SELLER_1590,8,4,482.94,5,2,2,522
SELLER_1591,32,90,14760.7,4,5,5,455
SELLER_1592,368,21,1891.3,1,4,4,144
SELLER_1593,13,13,1720.54,4,4,4,444
SELLER_1594,105,2,241.20999999999998,2,2,2,222
SELLER_1595,42,57,5310.09,3,5,4,354
SELLER_1596,8,8,982.4300000000001,5,3,3,533
SELLER_1597,36,8,687.33,3,3,3,333
SELLER_1598,228,1,139.38,2,1,1,211
SELLER_1599,1,343,25509.94,5,5,5,555
SELLER_1600,128,2,213.13,2,2,2,222
SELLER_1601,6,70,4326.54,5,5,4,554
SELLER_1602,315,1,127.19999999999999,1,1,1,111
SELLER_1603,223,31,5901.41,2,4,5,245
SELLER_1604,42,1,106.36999999999999,3,1,1,311
SELLER_1605,7,6,486.40999999999997,5,3,2,532
SELLER_1606,16,3,161.43,4,2,1,421
SELLER_1607,151,3,157.7,2,2,1,221
SELLER_1608,7,146,13198.59,5,5,5,555
SELLER_1609,347,39,2695.77,1,5,4,154
SELLER_1610,327,8,1390.96,1,3,3,133
SELLER_1611,34,9,3592.2,4,3,4,434
SELLER_1612,5,56,4471.79,5,5,4,554
SELLER_1613,477,11,1829.91,1,3,4,134
SELLER_1614,249,3,3873.57,1,2,4,124
SELLER_1615,10,3,273.73,5,2,2,522
SELLER_1616,13,3,140.29000000000002,4,2,1,421
SELLER_1617,54,2,1417.6,3,2,3,323
SELLER_1618,18,61,4916.72,4,5,4,454
SELLER_1619,73,2,304.0,3,2,2,322
SELLER_1620,41,6,946.26,3,3,3,333
SELLER_1621,475,2,70.02,1,2,1,121
SELLER_1622,34,190,48283.75,4,5,5,455
SELLER_1623,80,22,1116.31,3,4,3,343
SELLER_1624,51,4,978.4300000000001,3,2,3,323
SELLER_1625,57,8,1117.19,3,3,3,333
SELLER_1626,20,55,3571.75,4,5,4,454
SELLER_1627,5,140,11258.83,5,5,5,555
SELLER_1628,6,206,32097.37,5,5,5,555
SELLER_1629,289,39,2374.46,1,5,4,154
SELLER_1630,468,1,136.04000000000002,1,1,1,111
SELLER_1631,10,51,8025.73,5,5,5,555
SELLER_1632,109,1,1556.7,2,1,3,213
SELLER_1633,6,13,1520.51,5,4,3,543
SELLER_1634,255,4,1298.24,1,2,3,123
SELLER_1635,11,6,1127.0700000000002,5,3,3,533
SELLER_1636,234,4,191.06,2,2,1,221
SELLER_1637,44,14,3548.95,3,4,4,344
SELLER_1638,458,24,13776.6,1,4,5,145
SELLER_1639,8,4,562.78,5,2,2,522
SELLER_1640,99,21,3820.6400000000003,2,4,4,244
SELLER_1641,10,52,2332.22,5,5,4,554
SELLER_1642,4,14,444.2,5,4,2,542
SELLER_1643,10,14,981.01,5,4,3,543
SELLER_1644,138,12,1899.96,2,4,4,244
SELLER_1645,19,4,139.35,4,2,1,421
SELLER_1646,6,18,5808.98,5,4,5,545
SELLER_1647,46,413,28258.329999999998,3,5,5,355
SELLER_1648,43,10,1246.34,3,3,3,333
SELLER_1649,57,9,1114.8700000000001,3,3,3,333
SELLER_1650,47,1,192.94,3,1,1,311
SELLER_1651,16,2,289.78000000000003,4,2,2,422
SELLER_1652,18,3,332.05,4,2,2,422
SELLER_1653,15,41,10788.69,4,5,5,455
SELLER_1654,26,34,4096.49,4,4,4,444
SELLER_1655,32,12,2440.82,4,4,4,444
SELLER_1656,348,2,150.14,1,2,1,121
SELLER_1657,8,94,7223.69,5,5,5,555
SELLER_1658,321,13,1108.54,1,4,3,143
SELLER_1659,245,2,521.67,2,2,2,222
SELLER_1660,176,2,192.62,2,2,1,221
SELLER_1661,167,8,1641.74,2,3,3,233
SELLER_1662,6,8,1157.37,5,3,3,533
SELLER_1663,93,14,3287.04,2,4,4,244
SELLER_1664,19,10,1102.99,4,3,3,433
